Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	26	24.299065420560748	9.905165065811563E-14	BTG2, THRB, NOTCH1, SATB2, LEF1, ZBTB20, IKZF1, SOX2, CUX2, PRDM16, HES1, SOX9, SOX6, HMGN2, EOMES, TCF7L2, ZHX2, NR2F1, PAWR, SOX11, OLIG2, NR2F2, RBL1, NFIA, ID3, EZR	100	729	18082	6.448998628257888	1.1685763467994548E-10	1.1688094777657644E-10	1.1291888175025181E-10
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	21	19.626168224299064	3.4307632393209997E-11	EOMES, TCF7L2, NOTCH1, TESC, ATAD2, LEF1, SOX11, NR2F2, IKZF1, BRCA1, MT3, SOX2, NEUROD1, NFIA, MDK, PRDM16, ZIC1, HES1, SOX9, SOX6, CREB5	100	576	18082	6.592395833333333	4.048304724779683E-8	2.02415031119939E-8	1.95553504641297E-8
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	32	29.906542056074763	1.0885629164906381E-8	BTG2, THRB, NOTCH1, TSHZ3, SATB2, LEF1, ZBTB20, BRCA1, IKZF1, SOX2, NEUROD1, CUX2, SALL3, PRDM16, ZIC1, HES1, SOX9, SOX6, EOMES, TCF7L2, ZHX2, ATAD2, NR2F1, PAWR, OLIG1, SOX11, OLIG2, NR2F2, RBL1, NFIA, ID3, CREB5	100	1885	18082	3.0696233421750665	1.2844960000202299E-5	4.281680804863176E-6	4.136539082664425E-6
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	23	21.49532710280374	2.8208283455749473E-8	ROBO2, NTNG1, EOMES, SEMA5B, EPHA4, NOTCH1, TSHZ3, HEG1, SATB2, LRP4, ISLR2, OLIG1, SOX11, OLIG2, UNC5D, IKZF1, CELSR1, SOX2, NEUROD1, MDK, ZIC1, ID3, SOX6	100	1029	18082	4.041652089407192	3.328522101864184E-5	8.321443619446095E-6	8.0393607848886E-6
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	22	20.5607476635514	7.717697433350332E-8	EOMES, TCF7L2, THRB, NOTCH1, SATB2, ATAD2, LEF1, NR2F1, SOX11, IKZF1, BRCA1, SOX2, NEUROD1, ABLIM1, NFIA, MYO6, ZIC1, HES1, SOX9, SOX6, CDON, CREB5	100	995	18082	3.998030150753769	9.106468662678502E-5	1.821376594270678E-5	1.7596350148038757E-5
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	17	15.887850467289718	9.593614807853593E-8	TCF7L2, ZHX2, THRB, NOTCH1, TSHZ3, LEF1, ZBTB20, NR2F2, IKZF1, BRCA1, MT3, CUX2, PRDM16, ID3, HES1, SOX9, SOX6	100	579	18082	5.309050086355786	1.1319825269484607E-4	1.8867442455445397E-5	1.8227868134921826E-5
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	14	13.084112149532709	2.5387417812821956E-7	EOMES, TCF7L2, ZHX2, THRB, NOTCH1, TSHZ3, LEF1, NR2F2, IKZF1, SOX2, RBL1, HES1, SOX9, HMGN2	100	397	18082	6.376523929471033	2.9952670113164714E-4	4.27959328844713E-5	4.1345223295167185E-5
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	32	29.906542056074763	8.244990006520678E-7	BTG2, THRB, NOTCH1, TSHZ3, SATB2, LEF1, ZBTB20, BRCA1, IKZF1, SOX2, NEUROD1, CUX2, SALL3, PRDM16, ZIC1, HES1, SOX9, SOX6, EOMES, TCF7L2, ZHX2, ATAD2, NR2F1, PAWR, OLIG1, SOX11, OLIG2, NR2F2, RBL1, NFIA, ID3, CREB5	100	2279	18082	2.538938130759105	9.724360990942538E-4	1.2161360259617999E-4	1.1749110759291966E-4
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	13	12.149532710280374	1.8524646573098828E-6	TGFB2, TESC, LEF1, PAWR, SOX11, IKZF1, BRCA1, MT3, CUX2, HES1, SOX9, VIM, EZR	100	399	18082	5.891378446115288	0.002183522958191575	2.4287869951396243E-4	2.3464552325925183E-4
GOTERM_BP_DIRECT	GO:0045165~cell fate commitment	7	6.5420560747663545	2.697318063038622E-6	SOX2, NEUROD1, NOTCH1, GAS1, HES1, SOX9, SOX6	100	72	18082	17.579722222222223	0.0031777797426139065	3.1828353143855743E-4	3.074942591864029E-4
