Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0048709~oligodendrocyte differentiation	4	10.81081081081081	3.4926331708723624E-5	OLIG1, OLIG2, SOX10, SOX5	35	34	18082	60.77983193277311	0.011563296765682796	0.005815234229502484	0.005762844731939398
GOTERM_BP_DIRECT	GO:0007080~mitotic metaphase plate congression	4	10.81081081081081	3.4926331708723624E-5	CCNB1, KIFC1, KIF14, CDCA8	35	34	18082	60.77983193277311	0.011563296765682796	0.005815234229502484	0.005762844731939398
GOTERM_BP_DIRECT	GO:0051301~cell division	7	18.91891891891892	6.197244986664449E-5	CCNB1, SPAG5, KIFC1, KIF14, CDCA8, CDC25C, CEP55	35	374	18082	9.66951871657754	0.020425970208690525	0.006878941935197538	0.0068169694853308935
GOTERM_BP_DIRECT	GO:0007049~cell cycle	8	21.62162162162162	1.216669410090608E-4	CCNB1, SPAG5, CKAP2, CDCA8, BRCA1, MKI67, CDC25C, CEP55	35	614	18082	6.731316891577477	0.03970769474872282	0.010128772839004312	0.010037522633247517
GOTERM_BP_DIRECT	GO:0000070~mitotic sister chromatid segregation	3	8.108108108108109	8.470095714350095E-4	SPAG5, CDCA8, CENPA	35	23	18082	67.3863354037267	0.2458573260127661	0.056410837457571625	0.055902631714710625
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	3	8.108108108108109	0.001444365337244121	CKAP2, CENPA, CEP55	35	30	18082	51.66285714285714	0.38203369333612147	0.08016227621704872	0.07944009354842665
GOTERM_BP_DIRECT	GO:0007067~mitotic nuclear division	5	13.513513513513514	0.0017404697460390195	CCNB1, SPAG5, CDCA8, CDC25C, CEP55	35	277	18082	9.325425477050025	0.4401471955707631	0.08279663220442764	0.08205071659898236
GOTERM_BP_DIRECT	GO:0007018~microtubule-based movement	3	8.108108108108109	0.009424713975836909	KIFC1, KIF14, KIF24	35	78	18082	19.870329670329667	0.9572895962584662	0.3923037192442113	0.3887694515032725
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	7	18.91891891891892	0.011437008926102738	EDAR, ANO1, OLIG1, CSPG4, OLIG2, COL19A1, GLI2	35	1029	18082	3.514480077745384	0.9783005969819638	0.40402592470308174	0.4003860515075585
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	3	8.108108108108109	0.012132910651744197	TOP2A, SPAG5, BRCA1	35	89	18082	17.414446227929375	0.9828364850702522	0.40402592470308174	0.4003860515075585
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	4	10.81081081081081	0.01835078886577983	CCNB1, SOX10, SOX5, GLI2	35	299	18082	6.911419015766842	0.9979036914872788	0.555528426573153	0.5505236659733949
GOTERM_BP_DIRECT	GO:0007019~microtubule depolymerization	2	5.405405405405405	0.02601442695143112	KIF14, KIF24	35	14	18082	73.80408163265305	0.9998458333260295	0.7219003479022136	0.7153967411643558
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	6	16.216216216216218	0.03690170670038164	TOP2A, CKAP2, BRCA1, SOX10, SOX5, GLI2	35	995	18082	3.1153481694185214	0.9999963498205784	0.87915065198956	0.87123037584551
GOTERM_BP_DIRECT	GO:0006259~DNA metabolic process	2	5.405405405405405	0.03696128867223376	TOP2A, MKI67	35	20	18082	51.662857142857135	0.999996424250957	0.87915065198956	0.87123037584551
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	4	10.81081081081081	0.043772989209790863	TOP2A, PIF1, MMS22L, BRCA1	35	420	18082	4.9202721088435375	0.9999996636314489	0.9717603604573571	0.9630057626153989
GOTERM_BP_DIRECT	GO:0021522~spinal cord motor neuron differentiation	2	5.405405405405405	0.05315799818381878	OLIG2, GLI2	35	29	18082	35.62955665024631	0.9999999873987834	1.0	0.9939759036144579
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	5	13.513513513513514	0.057225881504850744	EDAR, CSPG4, SOX10, COL19A1, GLI2	35	780	18082	3.3117216117216115	0.9999999969956677	1.0	0.9939759036144579
GOTERM_BP_DIRECT	GO:0048663~neuron fate commitment	2	5.405405405405405	0.05849791061143717	OLIG1, OLIG2	35	32	18082	32.28928571428571	0.9999999980835876	1.0	0.9939759036144579
GOTERM_BP_DIRECT	GO:0048589~developmental growth	2	5.405405405405405	0.06380858839688056	SOX10, GLI2	35	35	18082	29.52163265306122	0.9999999997086404	1.0	0.9939759036144579
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	3	8.108108108108109	0.06410975109936079	CSPG4, MKI67, GLI2	35	220	18082	7.044935064935065	0.9999999997382425	1.0	0.9939759036144579
GOTERM_BP_DIRECT	GO:0034605~cellular response to heat	2	5.405405405405405	0.07084428416743808	ANO1, MKI67	35	39	18082	26.493772893772892	0.9999999999763696	1.0	0.9939759036144579
GOTERM_BP_DIRECT	GO:0045184~establishment of protein localization	2	5.405405405405405	0.07956676215165397	KIF14, CEP55	35	44	18082	23.483116883116885	0.999999999998978	1.0	0.9939759036144579
